name,screen_name,location,followers_count,friends_count,tweet
Gustavo,Gustavogilsonr,,1030,415,"RT @BereniceChatice: Esse governo é uma contradição de gente perdida, desinformada e lambe cu de gringo https://t.co/BhkWeEhMTr"
M.Ottoni ���,OtoniMarcio,MG Brasil,4961,4983,"RT @GgmAndrews: #BolsonaroOrgulhodoBrasil

Enquanto a esquerda grita, esperneia, range os dentes  e tem presidentezinho fictício,  o Presid…"
ana;,pewinkol_,✺ Ψ ||-// ☬ ғ̶ᴘ̶ᴇ̶,18,22,RT @da_goiabeira: A embaixada brasileira nos EUA vai auxiliar o governo americano a encontrar brasileiros sem documentos e deportá-los ao p…
NICE COSTA,NICECOS61738339,,205,116,"RT @C_AndersonCF: ���� Aproximar o Brasil dos EUA demonstra um objetivo claro do Governo: tornar o nosso País livre, próspero e potente com…"
anne,aryasgrace,"São Paulo, Brasil",1278,460,"RT @eduardomoreira: O presidente viaja e o filho, que não é nada no governo, toca sua agenda em Brasilia. E quase ninguém acha isso uma mal…"
Lina Tofolario G,tofolario,,3353,688,RT @_ValenteBr17: Notícia URGENTE @folha @g1 @GloboNews imprensalixo FAKE. Imprensas q vivem de MIMIMI e notícias FAKE sobre @jairbolsonaro…
Francisco C.A.M.,Chagas_almeida,São Paulo - Brasil,371,1807,"P/ mim, o STF não continuar atrapalhando a justiça e criando leis sem ter sido eleito p/ o legislativo. Queremos tr… https://t.co/SP592p2DSY"
Valeska,BrasileiriaMAXI,,1066,2065,RT @manoelmsgontijo: Moro busca acordo p/ troca de informações c/ a CIA e FBI; Pontes busca parceria c/ SpaceX e NASA; o PR Bolsonaro assin…
Marcio Neiva,neiva_marcio,"Recife, Brasil",85,595,"RT @Carolina_Bahia: Limpando a área  - Líder do governo no Congresso, deputada Joice demitiu 25 funcionários da liderança� https://t.co/b3j…"
MARCIA DANTAS,MarciaDVarella,,2023,2047,RT @augustodefranco: A reforma da Previdência é necessária. Teria sido feita no governo Temer (não fosse o golpe Janot-Joesley). Tomara que…
Henrique,Henri00que,,160,341,RT @larissah_limap: A pop carceraria só cresce e o quadro de agentes só diminui...#nomeialeite a susepe precisa de servidores! @EduardoLeit…
Joelma Márcia,JoelmaMarcia,São Paulo/SP,487,503,Um governo que tem como auge ir tirar foto com o lixo do Trump é sinal que já está mais que fracassado. #Estudioi… https://t.co/ZQ20ugDii4
Claudio lanza,Claudiolanza8,"Campinas, Brasil",181,508,"RT @MarinaSilva: O desmatamento da Amazônia cresceu 54% no 1º mês do governo Bolsonaro, em comparação com janeiro de 2018. Os ataques do at…"
Elisangela de Fatima,ElisangelaCps,"Campinas, Brasil",197,542,RT @manoelmsgontijo: Moro busca acordo p/ troca de informações c/ a CIA e FBI; Pontes busca parceria c/ SpaceX e NASA; o PR Bolsonaro assin…
Jose Carlos M. Harada,harada_jose,,40,26,"RT @marcelloneves72: O QUE ESTOU ACHANDO SENSACIONAL NESSES 3 MESES DO GOV. DE @jairbolsonaro , É QUE QUANTO MAIS OS ESQUERSOPATAS BATEM NO…"
dois pontos,sowhatkarol,,427,406,"RT @rglioche: Essa charge do William Medeiros é muito boa. Além de adotar uma postura trumpista, ao invés de pró-EUA, Bolsonaro parece meno…"
Dyh S.,DyhSantos6,"Pernambuco, Brasil",1742,2592,RT @manoelmsgontijo: Moro busca acordo p/ troca de informações c/ a CIA e FBI; Pontes busca parceria c/ SpaceX e NASA; o PR Bolsonaro assin…
JHONLEE �✌�✌✌✌ ESTÚDIO DE GRAVAÇÃO FAVELA HITS,jhonleejeronim1,Plano Piloto de Brasília,738,2147,POIS É A ECONOMIA DO BRASIL TA FLUINDO E A ECONOMIA ESTAVA RUIM POR CULPA DO GOVERNO DO PARTIDO DO LULA O PT QUE FU… https://t.co/j1acJEOr6e
jader martins,jotajader,porto alegre,613,592,"RT @EfBianca: É patriota mas chama o Brasil de lixo. 

É contra a mamata mas gasta milhões no cartão corporativo. 

É um governo pautado na…"
Carlos Pereira,carlosperei1950,,13,26,"#Estudioi A ONU é uma entidade de extrema esquerda, o governo Bolsonaro e do Trump, são de direita, o que precisa f… https://t.co/CTWoTeNoJY"
Xixa,MagLeticia,    desubicada,282,569,RT @PauloVieiraReal: Bolsonaro acha chique assinar QUALQUER contrato com o governo americano. É o típico Brasileiro médio que queria ter na…
Maria Eduarda Lula da Silva Cardoso�,MariaEd07812623,"Juiz de Fora, Brasil",1218,933,"RT @LeonardoBoff: Estou no Recife e me lembrei de uma frase que num dia na reunião aqui na loja da Vozes,dando-nos os parabéns por não ser…"
je suis Cirô�#Ciro2022,cylene_d,,995,1762,RT @edunocmess: Governo estuda dobrar ‘bônus’ e vai manter aposentadoria integral de militares https://t.co/XIPt4Tbi6a
maria j.,zezepr,,84,261,RT @flamourad: Nunca imaginei na minha vida um Chefe de Estado e/ou Governo ofender seu próprio povo. @jairbolsonaro cometeu a sua maior qu…
Catia ����������,catieboooo,Portuguese living in France.  ,206,393,Os Il Volo vão atuar no Kremlin em Setembro. Acho que não será exagerado dizer que o Governo Ucraniano não os vai q… https://t.co/4FSCks8Jj6
Mikael Fernandes,mikaelfernands,Massapê-Ce,408,402,"RT @jairbolsonaro: Jornalistas maldosos falaram recentemente em mal estar no mercado gerado pelo governo. Pois bem, a Bolsa de Valores atin…"
KATITA JACOBINA BOLSONARO,katuspfc,"São Paulo, Brasil",37468,3289,RT @manoelmsgontijo: Moro busca acordo p/ troca de informações c/ a CIA e FBI; Pontes busca parceria c/ SpaceX e NASA; o PR Bolsonaro assin…
Alberto Silva,Alberto38539731,,0,11,"@Edgard_Piccoli, tenho q confessar q assistia ao Morning devido ao Caio, mas esse cara tá ficando muito ridículo. O… https://t.co/HJOgJw3rQ5"
Ligia Vitti,LigiaVitti,"Rio Claro, São Paulo",1,2,RT @manoelmsgontijo: Moro busca acordo p/ troca de informações c/ a CIA e FBI; Pontes busca parceria c/ SpaceX e NASA; o PR Bolsonaro assin…
Carlitos Maldonado ����,estadofobia,"São Paulo, Brasil",714,809,"Booooooooaaa @JoseMedeirosMT tem que vender tudo! Governo não tem que ser empresário... estatal é lixo!!!

#privatizaJA"
Luiz Henrique,luizh2194,,47,266,RT @manoelmsgontijo: Moro busca acordo p/ troca de informações c/ a CIA e FBI; Pontes busca parceria c/ SpaceX e NASA; o PR Bolsonaro assin…
Raxel,_RachelBorges,"Rio de Janeiro, Brasil",781,1479,RT @PauloVieiraReal: Bolsonaro acha chique assinar QUALQUER contrato com o governo americano. É o típico Brasileiro médio que queria ter na…
Rodrigo Kirschner,RodsKirschner,,116,923,"RT @JoelPinheiro85: O imigrante brasileiro, em situação regular ou não, é uma de nossas forças. Trabalho, disposição a correr riscos, empre…"
Henrique,Henri00que,,160,341,RT @larissah_limap: #nomeialeite a susepe precisa de mais servidores! @EduardoLeite_ @DelegadoRanolfo @SSP_RS @governo_rs @DepJeferson @Val…
"We, the People !��",FaaAugusto,São Paulo,398,100,@flaviogordon Infelizmente sempre rondou um anti-Usa nos gabinetes de governo mas mesmo após queda do muro o nariz… https://t.co/vutf9apFGv
Fábio Belém �,fabiobelem1,"Bertioga, São Paulo, Brasil.",642,729,RT @manoelmsgontijo: Moro busca acordo p/ troca de informações c/ a CIA e FBI; Pontes busca parceria c/ SpaceX e NASA; o PR Bolsonaro assin…
fernando roque,fernandoroque90,Pres.Prudente ,529,386,Governo Bolsonaro faz Bolsa bater 100 mil pontos pela 1ª vez na história https://t.co/4W817zqQxW
Dissimulada,juh_crf3,"Duque de Caxias, Brasil",122,178,"RT @EfBianca: É patriota mas chama o Brasil de lixo. 

É contra a mamata mas gasta milhões no cartão corporativo. 

É um governo pautado na…"
Felipe Resistência Falcão,FelipeFalcao29,,104,168,"RT @DeputadoFederal: Em um único dia, Bolsonaro anuncia:

1. Acordo com FBI etc para rasgar o Marco Civil da Internet e violar a nossa priv…"
$á��,mrsladybongiovi,,497,977,"RT @eduardomoreira: O presidente viaja e o filho, que não é nada no governo, toca sua agenda em Brasilia. E quase ninguém acha isso uma mal…"
jader martins,jotajader,porto alegre,613,592,"RT @eduardomoreira: O presidente viaja e o filho, que não é nada no governo, toca sua agenda em Brasilia. E quase ninguém acha isso uma mal…"
Antônio Anderson,Tonin_Duarte,Belo Horizonte,1523,2021,"RT @RogerioCorreia_: Bolsonaro envergonha o Brasil no mundo, mas ""tem"" um belo hino. “Aluga-se”, de Raul Seixas e Claudio Roberto Azeredo,…"
Caroline Aguiar,cccarolguiar,Brasil,105,91,"Gente, eu tenho tanto ódio desse governo"
fagner dos santos,fagneragkfs,"Sananduva, Brasil",224,173,"@McBoessio Nem UBER, nem Taxi, nem Ônibus estão preparados pra isso e deveria ser responsabilidade do governo. Pra… https://t.co/2GZPpY3A3k"
Vanessa,VanCsgomes,"São Paulo, Brasil",728,911,"RT @lconrj: @conexaopolitica O Governo Bolsonaro terá grandes aliados internacionais, e a partir desse encontro com Trump, o Brasil mostra…"
nunca te pedi nada,sereiamanda_,,24,107,"RT @dougraz: foda ver o governo do nosso país diminuindo a gente
 foda"
isinha powergirl,isaazvdo,Brazil,17,200,RT @PauloVieiraReal: Bolsonaro acha chique assinar QUALQUER contrato com o governo americano. É o típico Brasileiro médio que queria ter na…
Letícia,thelehbrs,Brasília,655,492,"EUA fazem exigência para apoiar entrada do Brasil na OCDE.
enquanto isso, o governo brasileiro faz acordos bilatera… https://t.co/m3jnqGNNNx"
Marquinhos,marquinhosmq,"Pernambuco, Brasil",766,1580,RT @marciomarkman: Não sou eu quem tá dizendo: documentos da época da ditadura mostraram a participação dos EUA nos golpes militares no Bra…
BT Brasil ��❤️��,UolCozer,,1190,1256,"@Andrewcharlie17 @CarlosBolsonaro Ele não está fazendo política. Se ele é vereador no Rio de Janeiro, deveria estar… https://t.co/UTLycPjOPo"
purple hand,mypurplehand,,1,21,"@mauricioaguiarr Precisamos de mais medicos
Precisamos de mais respeito
Precisamos de mais empatia
Precisamos de ma… https://t.co/11CzGgPEul"
Julia �,julylenz,"Rio de Janeiro, Brasil",222,231,"RT @dougraz: foda ver o governo do nosso país diminuindo a gente
 foda"
Revista SÁBADO,revistaSABADO,"Lisboa, Portugal",16271,1303,Portugal - PSD acusa Governo de apresentar passes mais baratos sem transportes  https://t.co/OQ7K9jlziS
Marcelo Vieira,Locerma_Timao,"São Paulo, Brasil",4087,4357,RT @allantercalivre: A crise que o governo Bolsonaro está gerando no Brasil fará a vida dos brasileiros mais parecida com a dos países de p…
Capitão Brasil,CapitaoBrasil1,,33,349,RT @ViniciusPoit: Paulo Guedes está dando um show para mostrar a guinada que o Brasil vai dar em termos econômicos! O discurso nos Estados…
Alex Gomes,alexgomesnet,"Castelo, Brasil",38,215,"@n_nahtan @Pesterenan @hoje_no @ned35 Todos nós sabemos que quem chora, é a esquerda deste País! Parabéns ao novo g… https://t.co/wD03UJWpu5"
INÊS ROSSET,INSROSSET,,165,575,"RT @jairbolsonaro: Jornalistas maldosos falaram recentemente em mal estar no mercado gerado pelo governo. Pois bem, a Bolsa de Valores atin…"
Emma,emmcrvg,"Campo Grande, Brasil",1629,603,"RT @eduardomoreira: O presidente viaja e o filho, que não é nada no governo, toca sua agenda em Brasilia. E quase ninguém acha isso uma mal…"
Bruno_Maronezi,BrunoMaronezi,"Birigui, Brasil",4,98,@dw_brasil @gerdwenzel Gostaria que o Brasil hoje fosse igual ao EUA... Óbvio que lá tem muitas coisas erradas... M… https://t.co/VoCShOHpG7
Evandro,SantosEvandro11,"Brasil, São Paulo",423,613,RT @joicehasselmann: Governo do Amazonas decidiu NÃO privatizar seu elefante branco. O estádio arena da Amazônia custa 1 MILHÃO p/mês. Quem…
Femizilla2 NewComunism #LulaInocente,thefemizilla,Santa Catarina Brazil,1121,896,"RT @AnitaReginados1: * Um grande estadista preso sem provas

* Chacinas em escolas

*  Ataques da polícia às comunidades

* Presidente envo…"
Bibis Pereira,fabiana0biana,Brasil,97,191,RT @alexnero: Fox News também entrando pra lista de comunistas-esquerdopatas-petralhas do governo e asseclas com sucesso https://t.co/JjKi8…
SharkCharles,CharlesShark,,44,1042,"@BlogdoNoblat Cópia e caricatura fica por conta dos idiotas. Todo mundo entende que ""Trump dos trópicos"" seria uma… https://t.co/4pbHw6JB7s"
Raphael L M Batista,RLMBatista,"Curitiba, Brasil",7,128,RT @PastorMalafaia: EDUARDO BOLSONARO! Eu fui um dos principais apoiadores do seu pai na campanha. Continuo apoiando e peço a Deus que ele…
ROSANGELA,ROSANGE94300683,"Arizona, USA",105,230,@VillaMarcovilla O Pai sai de casa e o filho mais velho ou mais responsável vijia e toma conta. Muito bem Carlos.En… https://t.co/LnlV1JgO1r
netones,nettones,"Bahia, Brasil",152,758,"RT @eduardomoreira: O presidente viaja e o filho, que não é nada no governo, toca sua agenda em Brasilia. E quase ninguém acha isso uma mal…"
Hélio Affonso,helioaff,Brazil,128,135,"RT @jairbolsonaro: Jornalistas maldosos falaram recentemente em mal estar no mercado gerado pelo governo. Pois bem, a Bolsa de Valores atin…"
Silvia���,mds_Silvia,,1943,2081,RT @manoelmsgontijo: Moro busca acordo p/ troca de informações c/ a CIA e FBI; Pontes busca parceria c/ SpaceX e NASA; o PR Bolsonaro assin…
Cidadão Comum,CidadaoComum3,,561,998,"@Desesquerdizada @folha As coisas podem mudar...

Grupo Folha controla UOL que controla a PagSeguro, que hoje vale… https://t.co/Xf2M9icxgl"
genevieve vavance,pilantrona,São Paulo,706,252,@marcondessauro eu quero meu governo vai ser tudo
ПЕРАМОГА,inspirecamz,,138,94,RT @acababolso: 1384 dias para o fim do governo Bolsonaro
Kenny,KennyPimentelS1,,295,377,"RT @izabelmaraujo: É uma vergonha. Como um juiz foi conivente com isso para ser indicado ao governo!?ConJur - OAS pagou delatores para ""aju…"
o ESPRESSO,oespressobr,Brasil,2315,4979,Governo quer plantar cacau na Amazônia... https://t.co/re7V4G3Vv1
Lu Bielefeld,luziabielefeld,Porto Alegre,2932,4952,RT @_ValenteBr17: Notícia URGENTE @folha @g1 @GloboNews imprensalixo FAKE. Imprensas q vivem de MIMIMI e notícias FAKE sobre @jairbolsonaro…
Leonardo Britto⚡,Leo_AlvesBritto,Seropédica ,124,496,@robertabastosn Mas não seria um governo sem ideologia?
drey,andreyrei_s,Belo Horizonte,311,174,"o cara odeia o governo e ataca uma escola, vai entender"
Alexandre ( The Coxa )Toso,CoxaToso,,156,333,"@FSRadioBrasil Se fosse em qualquer outro governo sem ser PT o corinthias nunca teria o estádio, chora mais aê hipócritas  !"
��Colônia dos bananas ��,Krantunes,,3459,2335,"RT @EfBianca: É patriota mas chama o Brasil de lixo. 

É contra a mamata mas gasta milhões no cartão corporativo. 

É um governo pautado na…"
O POVO Online,opovoonline,"Fortaleza, Ceará",794287,372,Governo do Japão vai incluir antiterrorismo na pauta da cúpula do G20: https://t.co/FCUTe8doH7 https://t.co/SWV45IUYEB
Kaka P.,Karina18019545,,393,392,RT @PastorinoSilva: Temos no Governo Bolsonaro a melhor equipe de relações internacionais. Eles sabem muito bem o que fazem. #BolsonaroOrgu…
Rowzenberg Rossi,rowzenbergx,"Linhares, Brasil",107,195,RT @ptbrasil: Antonio Palocci depôs na Justiça Federal em uma ação contra @LulaOficial sobre a compra dos caças suecos no governo @dilmabr.…
carlos messias oliveira,carlosmessiaso1,,131,593,RT @NaldoValenca: Então temos um governo terrorista. Já desconfiava... https://t.co/xGb51LHWKV
Valmir Baptista,valmirbaptista,"Taboão da Serra, Brasil",250,77,"RT @RogerioCorreia_: Bolsonaro envergonha o Brasil no mundo, mas ""tem"" um belo hino. “Aluga-se”, de Raul Seixas e Claudio Roberto Azeredo,…"
otabito,TuiterDoBoi,CCCP,272,167,RT @H1SaiaDaMatrix: Bolsonaro foi fazer uma visita a CIA e tal visita não estava na agenda. Ele foi lá prestar contas para seus patrões. Os…
Autoplocamado Zé Ninguém �,cirocarinhoso,República do Ceará,1021,1530,RT @estebantavares: A única coisa legal desse governo é que QUALQUER cidadão é mais inteligente que o presidente. Isso é democracia.
mt troste,kunataezaki,,574,65,RT @PauloVieiraReal: Bolsonaro acha chique assinar QUALQUER contrato com o governo americano. É o típico Brasileiro médio que queria ter na…
Andressa,Andress73040020,"Sagrada Família, Caxias do Sul",22,73,"RT @jairbolsonaro: Jornalistas maldosos falaram recentemente em mal estar no mercado gerado pelo governo. Pois bem, a Bolsa de Valores atin…"
Rubinho Divinéia,RubinhoDivi,Brasil-Rio de Janeiro,984,1113,"RT @RogerioCorreia_: Bolsonaro envergonha o Brasil no mundo, mas ""tem"" um belo hino. “Aluga-se”, de Raul Seixas e Claudio Roberto Azeredo,…"
Suellen Lima,Suellen_de_Lima,,135,334,"@mariluciferraz E estamos apenas no 3° mês de governo!
#BolsonaroOrgulhaOBrasil"
Marcelo,MarceloGuedesD1,"Guarulhos, Brasil",478,974,"RT @papel_em_branco: Pensei que eu fosse acordar e toda essa aberração tinha sido um pesadelo.
Mais de 57 milhões de brasileiros colocaram…"
florentino�️‍��‍❤️‍�‍�,felipef_lisboa,"Rio de Janeiro, Brazil",149,647,"RT @eduardomoreira: O presidente viaja e o filho, que não é nada no governo, toca sua agenda em Brasilia. E quase ninguém acha isso uma mal…"
Miguel #ÉLIBERTADORES,Dale_Inter1010,,183,92,"RT @RogerioCorreia_: Bolsonaro envergonha o Brasil no mundo, mas ""tem"" um belo hino. “Aluga-se”, de Raul Seixas e Claudio Roberto Azeredo,…"
LX_Liberal,LiberalLx,Planet Earth,210,153,@Fapoc_1906 @Prince___007 @hugotiago_ @mlopes @pauloferreira1 A noticia diz que “o governo garantiu que serão 85%”.… https://t.co/K96MBAavv5
Adam Driver is my hero,mrcaio,Brasil,2094,695,"Ah mas vai pra puta que te pariu

Caralho que ódio dessa merda de governo lotado de imbecil https://t.co/KlLT4nixBN"
ㅤㅤㅤ ㅤㅤㅤ,linokbalaa,nilocrime,2068,1067,"RT @xlfelix: Amigos, um desabafo.

Se vc está preocupado q o Governo do RJ ""dará"" o Maraca ao CRF, lembre-se:

Vc tem q frequentar o estádi…"
AgoraRN,agora_rn,"Natal, Brasil",10890,692,"Governo do RN registra saldo positivo de R$ 1,4 bilhão em março https://t.co/0kb4bTXjYH"
jhonatan,JonatasSilvawm,,26,132,"RT @GgmAndrews: #BolsonaroOrgulhodoBrasil

Enquanto a esquerda grita, esperneia, range os dentes  e tem presidentezinho fictício,  o Presid…"
"Welton Alves (Não tenho culpa, votei 13)",WeltonCAlves,MINAS GERAIS - BR,2907,2805,RT @flamourad: Nunca imaginei na minha vida um Chefe de Estado e/ou Governo ofender seu próprio povo. @jairbolsonaro cometeu a sua maior qu…
JUSCELINO LAVA JATO,brito_juscelino,BRASIL,397,812,"Via @estadao: Vera Rosa: 'Alvo de rede bolsonarista, STF prepara troco para dar no governo' -  https://t.co/sjW5smhird"
Raphael Rollin,Raphael_Rollin,,40,354,"RT @MarinaSilva: O desmatamento da Amazônia cresceu 54% no 1º mês do governo Bolsonaro, em comparação com janeiro de 2018. Os ataques do at…"
ody,oxeody,"Rio de Janeiro, Brasil",11941,2628,"RT @Glauber_Braga: O governo Bolsonaro acaba de assinar acordo que permite aos EUA lançar satélites e foguetes da base de Alcântara, Maranh…"
Luiz Vitorino,LuizVittorino,,34,116,@gleisi A oposição ao novo governo está bem feia �
Regina Celia Cid,ReginaCeliaCid,,12,58,RT @stehpapaiano: Quero desejar boas vindas aos quase 8 mil seguidores que ganhei hoje... Mas vou TB deixar um alerta: eu não estou fazendo…
Marcus,faleComMarcus,"Rio de Janeiro, Brasil",63,349,"@flaviofachel @g1rio E a pira olímpica do povo heim? Aquela em frente à Candelária. Está totalmente abandonada, van… https://t.co/tcYwqypJe1"
Nathalia,nath_peixoto,"Rio de Janeiro, Brazil",114,246,"Buloro só tá lá pra ser capacho usado pra atingir a Venezuela.
É muito imbecil num governo só"
jg.miranda,mausancler,"Jacarepaguá, Rio de Janeiro",23,22,"RT @heldersalomao: ""O Brasil não é um terreno aberto onde nós pretendemos construir coisas para o nosso povo. Nós temos é que desconstruir…"
fabio,fabionunes1976, Brasil,93,510,"Beto Richa,gosta de sair em noticiários,de especial abraçado com a corrupção,falta o governo o HCs cangurus. https://t.co/9j3kB0P5qc"
Henrique,Henri00que,,160,341,RT @DepJeferson: Precisamos de mais agentes trabalhando e mais investimentos na segurança pública do nosso estado. Nosso trabalho é estar j…
Irwing Soares,irwingpsoares,"Rio de Janeiro, Brasil",513,485,RT @flamourad: Nunca imaginei na minha vida um Chefe de Estado e/ou Governo ofender seu próprio povo. @jairbolsonaro cometeu a sua maior qu…
VERÔNICA RODRIGUES,Veraprof,"Recife, Brazil",650,1318,RT @ptbrasil: Antonio Palocci depôs na Justiça Federal em uma ação contra @LulaOficial sobre a compra dos caças suecos no governo @dilmabr.…
�� Carlos Henrique ��,MercuriHenrique,,36,62,"RT @WRosarioCGU: Participei hoje da assinatura do Código de Conduta da @assespro, federação que conta com mais de 1,5 mil empresas de TI as…"
Jaime,jclopes65,,106,399,"De Roberto Abdenur, ex-embaixador em Washington: “O governo Bolsonaro, que tanto insiste na defesa da soberania do… https://t.co/RVAgJlUiuc"
disse,YoanaCarmo,,244,972,"RT @ricksenra: por telefone, na manhã seguinte a seu primeiro encontro pessoal com Bolsonaro, Bannon me disse que sente uma ""clara preocupa…"
Simone,simone_motalmei,"Porto Feliz, Brasil",487,437,"RT @jovensreacinhas: Bolsonaro disse novamente que a Amazônia não é nossa e ainda chamou o Brasil de lixo

É incrível, os caras entregaram…"
O Ⓜaledicêncio,maledicencio,Brasil,332,361,RT @manoelmsgontijo: Moro busca acordo p/ troca de informações c/ a CIA e FBI; Pontes busca parceria c/ SpaceX e NASA; o PR Bolsonaro assin…
disse,YoanaCarmo,,244,972,"RT @ricksenra: Conversei de novo com Steve Bannon em Washington - dessa vez o alvo do ex-homem forte de Trump é Mourão, uma voz “dissonante…"
Jpinheiro,Jpinhei36061548,,0,12,RT @jairbolsonaro: Decretamos o estabelecimento de critérios mais rígidos para ocupação de cargos comissionados no Governo. Dentre as novas…
#Assuntos,Vote50VotePSOL,"São Paulo, SP, Brasil",2051,4179,"RT @JTabw: Que absurdo, temos que cuidar dos idosos. É função do Governo cobra imposto dos ricos e gerar bem-estar coletivo.

https://t.co/…"
maria j.,zezepr,,84,261,RT @PauloVieiraReal: Bolsonaro acha chique assinar QUALQUER contrato com o governo americano. É o típico Brasileiro médio que queria ter na…
starfire,westarlabs,,117,72,RT @acababolsonaro: 1383 dias para o fim do governo Bolsonaro
miolo de pão fresquinho,xisenad,,160,105,"RT @eduardomoreira: O presidente viaja e o filho, que não é nada no governo, toca sua agenda em Brasilia. E quase ninguém acha isso uma mal…"
Gabriel Badaró,VOSDVCO,MG,1381,34,"@feryagami @jairbolsonaro Privatizaram a Vale em qual governo? No FHC, que sempre foi um falso democrata.. Venderam… https://t.co/klCSOB2fFM"
Hélio Affonso,helioaff,Brazil,128,135,"RT @jairbolsonaro: O Ministro do Ciência e Tecnologia, @Astro_Pontes , destacou que o ato respeita a soberania do Brasil, já que a base fic…"
moreno,ahhhmoreno,,20,351,RT @PauloVieiraReal: Bolsonaro acha chique assinar QUALQUER contrato com o governo americano. É o típico Brasileiro médio que queria ter na…
Genio,Genio48039711,,12,164,@thorrotta A dona Folha pode caçar um jeito de mudar seu modus operandi de metralhar o governo. Seu prejuízo poderá ser bem maior...
Angel Japa,AngelJapa6,"Maringá, Brasil",61,104,RT @duarteluiza_: Sou uma imigrante em situação regular em Hong Kong. Antes morei na França por 7 anos. Conheço inúmeros brasileiros irregu…
fsanteira,fsanteira,,12,23,@JovemPanNews @VillaMarcovilla Como tudo nesse governo foi mal feita
Thainá Capitulino,ThaCapitulino,,211,767,"RT @eduardomoreira: O presidente viaja e o filho, que não é nada no governo, toca sua agenda em Brasilia. E quase ninguém acha isso uma mal…"
João - Porto Alegre,JoaoScheibel,Porto Alegre,1114,1220,RT @joicehasselmann: Governo do Amazonas decidiu NÃO privatizar seu elefante branco. O estádio arena da Amazônia custa 1 MILHÃO p/mês. Quem…
Vinicius Gonzaga,VGS1983,Brazil,17,87,@antoniotabet (Vendo os comentários) tem gente muito cega sem noção! Aaaa  só 90 dias de governo não tem como fazer… https://t.co/kWTREwmbor
Sergio Nogueira,sergiosnogueira,Rio de Janeiro - Brasil,5237,5149,Porta voz do governo faz jornalista passar vergonha nos Estados Unidos (Veja o Vídeo) https://t.co/btINS4PGb4
Ivan 0o,_Minduim_,,184,210,RT @PauloVieiraReal: Bolsonaro acha chique assinar QUALQUER contrato com o governo americano. É o típico Brasileiro médio que queria ter na…
Alt-far-righter brazilian,AltBR123,,175,274,"RT @GgmAndrews: #BolsonaroOrgulhodoBrasil

Enquanto a esquerda grita, esperneia, range os dentes  e tem presidentezinho fictício,  o Presid…"
JHONLEE �✌�✌✌✌ ESTÚDIO DE GRAVAÇÃO FAVELA HITS,jhonleejeronim1,Plano Piloto de Brasília,738,2147,POIS É A ECONOMIA DO BRASIL TA FLUINDO E A ECONOMIA ESTAVA RUIM POR CULPA DO GOVERNO DO PARTIDO DO LULA O PT QUE FU… https://t.co/s3XTCxNRxP
Marcelo Fontes,mmoraisfontes,,55,202,RT @senadorhumberto: Milhares de pessoas com deficiência dependem de um veículo acessível para poderem se locomover. A lei prevê isenção de…
Alcilene Cavalcante,alcileneblog,Macapá-Amapá,10868,1139,"RT @BlogdoNoblat: O presidente do STF, Dias Toffoli, está sendo pressionado por seus pares a dar o troco no governo de Bolsonaro.  Sob ataq…"
Tony,Kl9Tony,,0,4,"@estudioi MEUU Q DESPERDÍCIO DE TEMPO,Q CANSATIVO FALARIA POR UM GOVERNO DE NADA VERGONHOSO PERTO DO TRUMP,PORQ VCS… https://t.co/wAHyDo99m4"
"Marantes, Desirée",mondevac,São Paulo,544,546,"RT @jovensreacinhas: Bolsonaro disse novamente que a Amazônia não é nossa e ainda chamou o Brasil de lixo

É incrível, os caras entregaram…"
luisa.�‍♀️�,BatistaAlaise,Sao paulo ,153,705,RT @manoelmsgontijo: Moro busca acordo p/ troca de informações c/ a CIA e FBI; Pontes busca parceria c/ SpaceX e NASA; o PR Bolsonaro assin…
Lucas Novaes,lmnovaes,São Paulo,2407,429,@relances mas uma vez que está no governo aí estratégia é concordar com o chefe
IZABEL PIMONT,IPimont,,99,49,RT @manoelmsgontijo: Moro busca acordo p/ troca de informações c/ a CIA e FBI; Pontes busca parceria c/ SpaceX e NASA; o PR Bolsonaro assin…
Portal Carlos Magno,BlogCarlosMagno,Campina Grande-PB,1616,921,Governo brasileiro assina acordo para uso de base de Alcântara pelos EUA. Medida garante economia de 30% para ameri… https://t.co/REPFPh8Kk8
Adryana CRF  �⚫,AdryanaKelex,"Amazonas, Brasil",159,430,"RT @PastorMalafaia: MAIS UM CONSELHO PARA EDUARDO BOLSONARO &gt; Como filho do presidente, aprenda a ser discreto e sábio nas palavras. Tudo q…"
Lucas Pinto,18lucaspinto,"Duque de Caxias, Brasil",31,53,RT @Falconi2236: @marina_cbrl @lucasdevitta @NoOneChomsky Curioso como coisas que pareciam tão básicas como evitar o avanço do aquecimento…
Juca Pereira Filho,JucaPereira2,"São Paulo, Brasil",970,362,"RT @eduardomoreira: O presidente viaja e o filho, que não é nada no governo, toca sua agenda em Brasilia. E quase ninguém acha isso uma mal…"
Franck Sousa™,franck_tm,"São Paulo, Brasil",17,9,@diarioonline É laranja de mai$ para apenas 2 meses de governo .
eula,qondaeessaa,,11,31,"Esse governo tá acabando comigo, sofro"
Patricia Pedrozo ����,Patrici29877487,,410,724,RT @manoelmsgontijo: Moro busca acordo p/ troca de informações c/ a CIA e FBI; Pontes busca parceria c/ SpaceX e NASA; o PR Bolsonaro assin…
