name,screen_name,location,followers_count,friends_count,tweet
Iara Lair Patzer,iarapatzer,,506,69,RT @diogomainardi: Palocci fala em propina na negociação de Lula com o governo francês https://t.co/Ai1JVqA5UH
Tereza D'Ávila,TessDavila,"São Luís, Brazil",58,145,"RT @JenioQuadros: Esse governo fez o Silas Malafaia dar uma opinião sensata e moderada 

Que momento difícil passamos https://t.co/BS0R9Hhp…"
Paulo Viana,paulorcviana,"Brasília, Brasil",383,1346,RT @JornalDaCidadeO: A parte mais corajosa desta administração é a não liberação dos bilhões de reais dos pagadores de impostos à imprensa.…
Carmenmaraujo,Carmenmaraujo1,,2066,2845,"RT @HenriqueFontana: Recado do @xicosa 

""É preciso, pelo código de ética do jornalismo, dizer q a reforma da previdência do Governo Bolson…"
Ricardo Tesolin �����,RicardoTesolin,Ferraz de Vasconcelos-SP,1066,1286,Depois ainda querem que o presidente os tratem como os tais donos das verdades... imprensa lixo!! @jairbolsonaro em… https://t.co/rnYfd5FDFJ
Jose cleber muniz,Joseclebermuniz,"Rio de Janeiro, Brasil",103,399,"@deivide_silva17 @JornalOGlobo Vcs GANHARAM a eleição com a FAKE NEWS , MAMADEIRA DE PIROCA. E agora ta reclamando.… https://t.co/tCMZUhRSva"
pâmela aimi,pamdrink,"Dois Irmãos, Brasil",1284,588,RT @Estadao: &gt;@EstadaoPolitica Silas Malafaia diz que Eduardo Bolsonaro ajudaria mais o governo 'parando de falar asneira' https://t.co/wqg…
GiorginaCrf�⚫,LiliMonteiro4,,260,424,"RT @paixaofla9: GOVERNO DO RIO ROMPE COM CONCESSIONÁRIA DO MARACANÃ ������
AGORA VAMOS BRIGAR PARA QUE FIQUE COM O FLAMENGO!!!"
Alice Costa,AIice_Costa,,215,95,"RT @jojopancada: O governo Bostanaro já me fez concordar com Felipe Neto,
Reinaldo de Azevedo, General Mourão e o Rodrigo Maia.

Mas concor…"
Luciana está desmaiada!,lulugomesbh,"Minas Gerais, Brasil",394,241,Vc sabe que esse governo tá fodendo nossa cabeça quando percebe que está concordando com Malafaia. https://t.co/usBXdUHJ1r
Guilherme Jardim,gjardim,"Porto Alegre, Brazil",2871,4756,"RT @sputnik_brasil: De acordo com embaixador russo em Caracas, o governo bolivariano demonstra apoio total a Maduro
https://t.co/18yJejt0yS"
Ana Lucia Bitencourt,bitenvida,,540,701,"RT @maryritalopes: A grobo n satisfeita de boicotar o governo, ontem no fantastico acusou o presidente de estar ligado ao assassinato de La…"
Alessandra Lima,alle_nanda,São Luís/MA,2308,992,"RT @DiarioPE: Para Silas Malafaia, Eduardo Bolsonaro ajudaria mais o governo 'parando de falar asneira'. O deputado federal e filho do pres…"
Supremo chanceler da Ursal,lacerdasl,Brasil,556,643,"RT @MouraoGal: A cúpula militar do governo não acredita no que está vendo. É sério que estão pedindo o fim do STF?

Nem na ditadura nós fiz…"
Vinícius Duarte ᶜʳᶠ,viniduarte_crf,Rio de Janeiro,124,306,"@Rodri_Bruno Mas até mesmo para construir estádio, dependerá do governo aceitar. Com o governo administrando o mara… https://t.co/iUVcW5eLnU"
LuizPaulo,LuizPau59999002,"Rio de Janeiro, Brasil",46,204,"RT @maryritalopes: A grobo n satisfeita de boicotar o governo, ontem no fantastico acusou o presidente de estar ligado ao assassinato de La…"
Cláudio Sei Guerra,ClaudioSGuerra,"Mogi das Cruzes, Brasil",22,241,"RT @reaconaria: Sensacional!

O presidente Bolsonaro assinou um Decreto e agora a Lei da Ficha Limpa também vale para cargos no governo! ht…"
uma franga,Naotafacioo,,113,657,RT @samiabomfim: O governo brasileiro privatizou aeroportos brasileiros para uma empresa estatal espanhola. Isso é um absurdo completo. Pau…
Iara Pinheiro,Dalfolinho2,,1581,1352,"RT @1313_Monica: Governo Bolonsaro vai facilitar a entrada de norte-americanos no Brasil, sem visto, e ainda “vai facilitar deportação de b…"
KANIBA,KANIBA5,"Canoas, Brasil",829,856,"RT @jairbolsonaro: Nos hospedaremos na Blair House. É uma honraria concedida a pouquíssimos Chefes de Estado, além de não custar um centavo…"
Anna Moronaro,anna_moronaro,rio de janeiro,183,255,RT @manoelmsgontijo: Sugiro que RT esse post do Presidente @jairbolsonaro porque a tecnologia do grafeno foi citada por ele várias vezes du…
Gisele Felix,xlfelix,"Rio de Janeiro, Brasil",1580,519,"RT @radiobrasil940: Governo Estadual anuncia rompimento c Consórcio Maracanã. Governador Wilson Witzel ""O Maracanã tem renda. Vai ser admin…"
Vitor.,damasiovitor,GV/BH/BC ,685,534,"RT @JenioQuadros: Esse governo fez o Silas Malafaia dar uma opinião sensata e moderada 

Que momento difícil passamos https://t.co/BS0R9Hhp…"
Francisco Nogueira,FcoNogBarros,"Natal, Brasil",2217,4984,@jandira_feghali Interessante que o governo petista o qual vossa excelência fez parte foi o que mais criou benesses… https://t.co/bgNKvdXpID
Rafael Dourado,rafaeldourado,,602,872,"RT @EduardoLaviano: ""Make Brasil great again"" ou seja o cara assumiu que quer a volta do governo Lula??? https://t.co/lidvBkUl8w"
Carol Muniz,CaroletiMuniz,"São José, Brasil",15,81,"RT @JenioQuadros: Esse governo fez o Silas Malafaia dar uma opinião sensata e moderada 

Que momento difícil passamos https://t.co/BS0R9Hhp…"
anti-aesthetics,thiago_hermes,,149,373,"RT @delucca: Quando o SILAS MALAFAIA e o RODRIGO MAIA precisam sair do esgoto onde vivem com lixo tóxico intolerante, porque ficaram indign…"
Marlene ����,Marlene48495669,SC BRASIL��,959,743,RT @subeida1: Governo do Rio de Janeiro anuncia rompimento com consórcio que gere o Maracanã https://t.co/DcaaiVbkGA
Edmilson de Jesus Pereira,EdmilsondeJes10,,7,83,"@LulaOficial E  você,  com o objetivo de se livrar da cadeia, quase vira ministro do governo Dilma. Você  vai continuar na cadeia."
ko � OPEN COMMISSIONS,SHSL_ANIMATOR,YT- mrkarafirefox,1470,629,"RT @JenioQuadros: Esse governo fez o Silas Malafaia dar uma opinião sensata e moderada 

Que momento difícil passamos https://t.co/BS0R9Hhp…"
WHATEVER IT TAKES PORRA,m_artemenko,,524,333,Eu to muito feliz!! Agora é só o flu já se adiantar e negociar com o governo https://t.co/PqgC0eUtvO
Camilla Feltrin,camillafeltrin,"São Paulo, Brasil",448,856,"Pode ser só coincidência este flash. Pode ser o espectro do comunismo. De qualquer forma, muito não profissional di… https://t.co/NHkJmX2daD"
Edilene Soares ��,Edilenesoaresg2,,197,47,"RT @maryritalopes: A grobo n satisfeita de boicotar o governo, ontem no fantastico acusou o presidente de estar ligado ao assassinato de La…"
FOX Sports Brasil,FoxSportsBrasil,Brasil,1738573,111184,"Governo do Rio de Janeiro rompe contrato de concessão do Maracanã; veja

 � https://t.co/wHUiGr2211

Clique e assin… https://t.co/FB6BwM2Jho"
Observatório,GustavoM2014,São Paulo,3382,4050,RT @kallilolv: Ontem fez três anos que o então juiz fora da lei divulgou ilegalmente os áudios de Lula conversando com Dilma para fomentar…
sergio bretas,serbretas,,2301,93,Pai de família que enfrentou desarmado o atirador da Nova Zelandia receberá do governo medalha por bravura https://t.co/gTobRVTXSM
Observador,DemocraciaSempr,,2510,1536,"RT @julianopsol50: Presidente do Bradesco, em entrevista à @folha, afirmou que ""se a reforma não sair no primeiro semestre, o mercado pode…"
Simone ��,SimoneSant12,Brasil,1339,1933,"RT @vanadias: Já q a TV, as Revistas e Jornais, os Portais NÃO CONSEGUEM Acabar Com o Governo de @jairbolsonaro,Toffoli @STF_oficial APELOU…"
��Tony��,fernandordo,"Rio das Ostras, Brasil",4034,4403,RT @manoelmsgontijo: Sugiro que RT esse post do Presidente @jairbolsonaro porque a tecnologia do grafeno foi citada por ele várias vezes du…
Marcos Colombini,MarcosColombini,"São Paulo, Brazil",69,71,"RT @ViniciusPoit: Sim... É isso mesmo: R$ 2,3 BILHÕES que o caixa do governo acaba de ganhar à vista com o leilão da concessão de aeroporto…"
Sandro Ragonezi,sandroragonezi,Goiânia | Goiás | Brasil,7686,4464,Governo Ronaldo Caiado deve ir à Justiça contra ex-governadores https://t.co/53S7PlAAu7
triz;;;;;,triztter,ig: @blackcanvax ,269,381,"RT @EduardoLaviano: ""Make Brasil great again"" ou seja o cara assumiu que quer a volta do governo Lula??? https://t.co/lidvBkUl8w"
Ricardo Garcia e VC!,_ricardogarcia7,Atibaia São-Paulo,3921,358,@louisproblema @QuebrandoOTabu Veja o histórico dessa página e só vai ver coisas favoráveis ao PT. E só sabem perse… https://t.co/8sPP2EpRSF
Ricardo  Pereira,Ricardo30028621,,3,48,"RT @delucca: Quando o SILAS MALAFAIA e o RODRIGO MAIA precisam sair do esgoto onde vivem com lixo tóxico intolerante, porque ficaram indign…"
peterson (PET),lateca02,Onde voce me levar ,193,259,"RT @arthurzico92: ÓTIMA NOTÍCIA!!!

Governo do Rio de Janeiro anuncia rompimento com consórcio que gere o Maracanã. Em coletiva na manhã de…"
Carlos Cleber,_carloscleber,,315,343,"RT @jairbolsonaro: Nos hospedaremos na Blair House. É uma honraria concedida a pouquíssimos Chefes de Estado, além de não custar um centavo…"
uma franga,Naotafacioo,,113,657,"RT @delucca: Quando o SILAS MALAFAIA e o RODRIGO MAIA precisam sair do esgoto onde vivem com lixo tóxico intolerante, porque ficaram indign…"
Joao Marcos,jaomarcosl,,1,22,"RT @tarrais: o governo anterior pecou.
o governo atual nasceu sobre a sombra de um pecado ainda mais grave. 

interpretem tudo isso como qu…"
Jana fideles ��,fideles_janaina,"Palmas, Brasil",5058,5391,"RT @I55OI55OI55O: @josefucs Vc tem o meu total desprezo.
Uma ""pessoa"" desqualificada, e com intenção clara de atingir e derrubar o atual go…"
João Carlos de Paiva,JCPaiva15,,60,821,RT @samiabomfim: O governo brasileiro privatizou aeroportos brasileiros para uma empresa estatal espanhola. Isso é um absurdo completo. Pau…
Marco Capella,capella_marco,,4,50,"Existe um pacto silencioso na grande imprensa para desconstruir a reputação do novo governo com a promoção, difusão… https://t.co/wVOL0ECN0j"
Dana K. dd - Deicy Parra,Deyupa,"Manaus, Brasil",77,440,"RT @combateracismo: Governo Bolsonaro renova temor de conflito em tribo da Amazônia

https://t.co/NgYpHTAB1W https://t.co/vwuNtyI7tU"
Daniel H. Vitaliano,danielhvital,Brasil,60,251,"RT @maryritalopes: A grobo n satisfeita de boicotar o governo, ontem no fantastico acusou o presidente de estar ligado ao assassinato de La…"
honorato,joaquimhonorato,ribeirão preto,660,1495,E com as dicas dele pode PIORAR. O brazil BABA OVO norte americano. https://t.co/igavPZQasp
Manu,khaleesi_manul,no seu coração,144,1275,"RT @EduardoLaviano: ""Make Brasil great again"" ou seja o cara assumiu que quer a volta do governo Lula??? https://t.co/lidvBkUl8w"
